location_tag,mdt,mtbf,mttr,reliability,first_failure,failure_rate,numfail_after
00RO-T190,906,12564,686,27.74964497,9455.936336,7.95881E-05,5
00RO-T200,858,19404,858,28.18807442,5963.965477,5.15343E-05,4
00RO-T210,858,19404,858,28.18806649,5963.960586,5.15343E-05,4
00RO-T220,763,15433,763,20.71556137,1541.97191,6.47932E-05,5
00RO-T230,768,29695,763,7.627183505,27723.96318,3.36752E-05,5
00RO-T240,858,19404,858,28.18805579,5963.953978,5.15343E-05,4
00RO-T250,858,19404,858,28.18807116,5963.963468,5.15343E-05,4
00RO-T260,858,19404,858,28.18811521,5963.990655,5.15343E-05,4
00RO-T270,858,19404,858,28.18805144,5963.951294,5.15343E-05,4
00RO-T280,776,15670,763,20.25654731,2963.984992,6.38159E-05,5
00RO-T290,858,19404,858,28.18811238,5963.988911,5.15343E-05,4
00RO-T310,858,19404,858,28.18804529,5963.947497,5.15343E-05,4
00RO-T320,687,19572,687,7.011632543,6803.97027,5.10918E-05,6
00RO-T330,858,19404,858,28.18807312,5963.964678,5.15343E-05,4
00RO-Z001A,858,19404,858,28.18810881,5963.986705,5.15343E-05,4
00RO-Z001B,858,19404,858,28.18810244,5963.982775,5.15343E-05,4
00RO-Z110A,858,19404,858,28.18806017,5963.956682,5.15343E-05,4
00RO-Z110B,765,20649,762,13.3250439,12188.94237,4.84279E-05,5
00RO-Z110C,1542,8451,707,29.93325502,1904.983307,0.000118319,6
00RO-Z110D,858,19404,858,28.18809332,5963.977145,5.15343E-05,4
00SCR-Z001,698,6176,310,0.181103862,1583.964508,0.0001619,19
00SCR-Z005A,1645,15113,822,11.30998017,14734.98965,6.61679E-05,6
00SCR-Z005B,858,19404,858,28.18804047,5963.944525,5.15343E-05,4
00SCR-Z005C,858,19404,858,28.18806688,5963.960824,5.15343E-05,4
00SCR-Z005D,858,19404,858,28.1880596,5963.956331,5.15343E-05,4
00SCR-Z005E,858,19404,858,28.18809173,5963.976162,5.15343E-05,4
00SCR-Z005F,858,19404,858,28.1880441,5963.946763,5.15343E-05,4
00SCR-Z005G,858,19404,858,28.18809259,5963.976696,5.15343E-05,4
00SCR-Z005H,858,19404,858,28.18810737,5963.985819,5.15343E-05,4
00SCR-Z006A,858,19404,858,28.18803581,5963.941647,5.15343E-05,4
00SCR-Z006B,858,19404,858,28.18806807,5963.96156,5.15343E-05,4
00SCR-Z006C,858,19404,858,28.18805821,5963.955477,5.15343E-05,4
00SCR-Z006D,858,19404,858,28.1880826,5963.970532,5.15343E-05,4
00SCR-Z007A,4735,8199,795,11.39180797,7331.978056,0.000121955,8
00SCR-Z007B,858,19404,858,28.18805772,5963.955172,5.15343E-05,4
00SCR-Z012,858,19404,858,28.18811005,5963.987475,5.15343E-05,4
00SCR-Z013,858,19404,858,28.18810552,5963.984677,5.15343E-05,4
00SCR-Z014,858,19404,858,28.18804006,5963.944269,5.15343E-05,4
00SCR-Z015,858,19404,858,28.18811532,5963.990723,5.15343E-05,4
00SCR-Z016A,766,19917,763,14.08709682,8528.991142,5.0206E-05,5
00SCR-Z016B,858,19404,858,28.18804678,5963.948419,5.15343E-05,4
00SCR-Z016C,858,19404,858,28.18810864,5963.986604,5.15343E-05,4
00SCR-Z017A,858,19404,858,28.18810715,5963.98568,5.15343E-05,4
00SCR-Z017B,858,19404,858,28.18804105,5963.944879,5.15343E-05,4
00SSB-EV001,6761,3382,582,31.22107059,257.9675289,0.000295644,10
00SSB-EV002,2881,17400,674,8.722121141,13343.98201,5.74686E-05,6
00SSB-EV003,858,19404,858,28.18804015,5963.944325,5.15343E-05,4
00SSB-EV004,858,19404,858,28.18808689,5963.973174,5.15343E-05,4
00SSB-EV005,858,19404,858,28.18810376,5963.98359,5.15343E-05,4
00SSB-EV006,858,19404,858,28.18809793,5963.979991,5.15343E-05,4
00SSB-EV007,858,19404,858,28.18804219,5963.945586,5.15343E-05,4
00SSB-EV011,692,15730,690,10.50904476,3323.954652,6.35696E-05,6
00SSB-EV012,1048,18685,763,15.53864178,2368.9785,5.35173E-05,5
00SSB-LA008,858,6024,858,17.42204548,5327.993719,0.000166003,4
00SSB-LA009,932,4746,686,18.09224538,3863.93638,0.000210674,5
00SSB-TF010,5347,7806,501,21.49721228,2615.980049,0.000128098,7
3ABS-ABT851,2667,5976,394,4.37249369,4559.955337,0.00016731,13
3ABS-AG879A,519,9326,433,0.277769266,2203.977092,0.000107226,13
3ABS-AG879B,625,9132,625,34.57950286,263.9683155,0.000109504,7
3ABS-AG879C,585,8918,388,0.543932287,7041.993182,0.00011212,14
3ABS-AG879D,1624,10816,1620,3.127754738,6287.960047,9.24495E-05,9
3ABS-AG879E,788,6782,451,4.487626076,3891.987307,0.000147428,13
3ABS-AG931,766,12010,763,29.49414832,5023.9477,8.32638E-05,5
3ABS-M879A,913,18151,573,8.064464927,17849.97324,5.5091E-05,6
3ABS-M879B,1079,12689,762,27.37809995,10455.97376,7.88073E-05,5
3ABS-M879C,858,19404,858,28.18811201,5963.988683,5.15343E-05,4
3ABS-M879D,858,19404,858,28.18804215,5963.94556,5.15343E-05,4
3ABS-M879E,858,19404,858,28.18809401,5963.97757,5.15343E-05,4
3ABS-M888A,3398,12402,865,28.24593013,8159.996307,8.06315E-05,5
3ABS-M888B,3303,8815,721,28.1293838,5908.957343,0.000113441,6
3ABS-M888C,858,19404,858,28.18804862,5963.949555,5.15343E-05,4
3ABS-M910A,858,19404,858,28.18806283,5963.958326,5.15343E-05,4
3ABS-M910B,858,12608,762,27.6190466,9807.958171,7.93135E-05,5
3ABS-M931,858,19404,858,28.1880509,5963.950961,5.15343E-05,4
3ABS-M932A,906,12564,686,27.74962257,9455.940046,7.9588E-05,5
3ABS-M932B,858,19404,858,28.18803689,5963.942315,5.15343E-05,4
3ABS-ME851,6224,12474,572,28.02343395,8735.954482,8.01636E-05,5
3ABS-P888A,2123,2872,261,22.06362011,847.9534358,0.000348133,16
3ABS-P888B,1531,4635,433,6.789491906,1643.95482,0.000215724,12
3ABS-P888C,2575,3934,677,7.486474114,3359.981077,0.000254168,17
3ABS-P910A,554,2889,222,0.029900625,1391.951637,0.000346101,30
3ABS-P910B,373,6807,302,0.065583366,4241.939182,0.000146887,19
3ABS-P932A,416,5585,351,0.183659455,3888.982307,0.000179024,18
3ABS-P932B,927,4701,715,16.55045157,2963.955906,0.000212686,12
3ABS-PAN861,858,19404,858,28.18802787,5963.936746,5.15343E-05,4
3ABS-PAN862,858,19404,858,28.18805781,5963.955226,5.15343E-05,4
3ABS-PD861,858,19404,858,28.18806472,5963.959495,5.15343E-05,4
3ABS-PD862,858,19404,858,28.18811348,5963.989586,5.15343E-05,4
3ABS-T851,858,19404,858,28.18809797,5963.980019,5.15343E-05,4
3ABS-T852,763,20430,763,13.5454891,11093.97018,4.89454E-05,5
3ABS-T931,763,14354,762,23.02049211,9421.95161,6.96646E-05,5
3AF-BS501A,858,19404,858,28.18807074,5963.963211,5.15343E-05,4
3AF-BS501B,858,19404,858,28.18806802,5963.961527,5.15343E-05,4
3AF-F501A,5566,7255,452,15.23600029,3258.962018,0.00013783,8
3AF-F501B,1037,11781,792,30.25593557,3191.954706,8.48762E-05,5
3AF-FCV501A,3644,6673,495,31.37900578,2365.978301,0.000149856,7
3AF-FCV501B,858,19404,858,28.18809943,5963.980916,5.15343E-05,4
3AF-M501A,3362,8346,721,30.48367528,749.9367212,0.000119815,6
3AF-M501B,3362,8346,721,30.48381078,749.9361752,0.000119816,6
